#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 256300      7.96e-01    3.25e-01      1.46e-02    2.32e-01      1.25e-01    8.09e-03    3.8e-05
 256400      3.16e-01    1.82e-02      3.64e-03    1.31e-02      5.04e-02    3.34e-07    3.8e-05
 256500      6.49e-01    3.44e-01      2.44e-03    2.75e-03      1.04e-01    5.51e-02    3.8e-05
 256600      2.75e-01    5.83e-02      2.46e-03    2.65e-03      4.39e-02    9.19e-03    3.8e-05
 256700      3.60e-01    1.49e-02      2.92e-03    1.08e-02      5.76e-02    2.26e-07    3.8e-05
 256800      3.54e-01    2.00e-01      7.79e-03    5.06e-03      5.59e-02    3.15e-02    3.8e-05
 256900      3.26e-01    3.48e-01      6.75e-03    9.06e-03      5.16e-02    5.35e-02    3.8e-05
 257000      3.47e-01    2.99e-01      2.85e-03    3.27e-03      5.54e-02    4.78e-02    3.8e-05
 257100      2.96e-01    2.23e-01      9.70e-03    7.42e-03      4.61e-02    3.47e-02    3.8e-05
 257200      7.52e-01    6.94e-02      7.70e-03    6.53e-03      1.20e-01    1.03e-02    3.8e-05
 257300      2.80e-01    2.70e-01      4.52e-03    5.24e-03      4.46e-02    4.28e-02    3.8e-05
 257400      3.66e-01    1.67e+01      3.99e-03    3.20e-01      5.84e-02    2.67e+00    3.8e-05
 257500      4.19e-01    1.30e-02      2.11e-02    1.33e-02      6.27e-02    1.10e-17    3.8e-05
 257600      6.29e-02    9.88e-01      8.03e-03    5.77e-03      8.72e-03    1.58e-01    3.8e-05
 257700      3.69e-01    4.21e-01      9.84e-03    3.41e-03      5.79e-02    6.73e-02    3.8e-05
 257800      7.18e-02    4.81e-01      9.40e-03    1.54e-02      9.86e-03    7.49e-02    3.8e-05
 257900      1.18e-01    3.85e-03      5.51e-03    3.93e-03      1.85e-02    4.43e-17    3.8e-05
 258000      2.95e-01    2.01e-01      5.88e-03    1.14e-03      4.67e-02    3.21e-02    3.8e-05
 258100      4.08e-01    1.01e-03      1.17e-02    1.03e-03      6.40e-02    1.01e-17    3.8e-05
 258200      2.99e-01    1.45e-01      1.29e-02    2.83e-03      4.55e-02    2.32e-02    3.8e-05
 258300      2.78e-01    1.05e-02      7.71e-04    1.07e-02      4.45e-02    5.11e-17    3.8e-05
 258400      3.07e-01    2.60e-01      7.55e-03    5.30e-03      4.84e-02    4.06e-02    3.8e-05
 258500      4.03e-02    2.66e-01      8.66e-04    2.43e-03      6.43e-03    4.24e-02    3.8e-05
 258600      4.04e-01    9.50e+01      1.57e-03    9.69e+00      6.47e-02    1.51e+01    3.8e-05
 258700      3.08e-01    3.33e-01      1.78e-03    4.66e-03      4.93e-02    5.30e-02    3.8e-05
 258800      6.68e-02    1.91e-01      1.24e-02    9.96e-03      7.33e-03    2.83e-02    3.8e-05
 258900      5.39e-02    1.86e-02      2.34e-03    1.34e-02      8.50e-03    1.07e-08    3.8e-05
 259000      2.67e-01    2.99e-01      3.95e-04    3.14e-04      4.27e-02    4.80e-02    3.8e-05
 259100      2.73e-01    3.92e-04      6.84e-03    4.00e-04      4.30e-02    5.60e-17    3.8e-05
 259200      4.31e-01    1.98e-01      9.17e-05    3.18e-03      6.90e-02    3.14e-02    3.8e-05
 259300      9.73e-02    3.09e-01      8.52e-03    3.78e-03      1.46e-02    4.92e-02    3.8e-05
 259400      3.39e-01    2.12e-01      1.57e-02    5.61e-03      5.12e-02    3.33e-02    3.8e-05
 259500      4.45e-01    2.93e-01      1.09e-02    6.04e-03      7.03e-02    4.64e-02    3.8e-05
 259600      3.62e-01    2.21e-01      1.59e-02    2.98e-03      5.51e-02    3.52e-02    3.8e-05
 259700      4.47e-01    2.25e-01      1.81e-02    1.12e-02      6.85e-02    3.37e-02    3.8e-05
 259800      8.82e-01    2.46e-01      2.36e-02    9.76e-03      1.35e-01    3.78e-02    3.8e-05
 259900      6.84e-01    4.36e-01      2.06e-03    5.19e-03      1.10e-01    6.92e-02    3.8e-05
 260000      1.16e-01    1.53e-01      8.39e-03    1.27e-02      1.78e-02    2.32e-02    3.8e-05
 260100      2.00e-01    1.06e-02      9.88e-04    1.08e-02      3.30e-02    4.26e-17    3.6e-05
 260200      2.83e-01    2.38e-02      5.16e-03    1.71e-02      4.63e-02    8.91e-07    3.6e-05
 260300      3.58e-01    8.09e-03      1.36e-02    8.23e-03      5.69e-02    1.01e-17    3.6e-05
 260400      5.92e-01    3.21e-01      7.41e-03    1.52e-02      9.69e-02    4.98e-02    3.6e-05
 260500      2.12e-01    3.48e-01      6.65e-03    5.92e-03      3.41e-02    5.74e-02    3.6e-05
 260600      5.74e-02    1.09e-01      2.07e-03    3.00e-03      9.39e-03    1.79e-02    3.6e-05
 260700      3.53e-01    1.83e-02      1.67e-02    1.87e-02      5.48e-02    7.44e-17    3.6e-05
 260800      7.71e-02    2.36e-01      1.29e-02    1.33e-02      9.58e-03    3.57e-02    3.6e-05
 260900      2.64e-01    1.77e-02      1.11e-02    1.80e-02      4.16e-02    1.04e-17    3.6e-05
 261000      3.56e-01    3.73e-02      1.08e-02    2.64e-02      5.74e-02    1.13e-03    3.6e-05
 261100      2.91e-01    5.08e-02      8.54e-03    5.17e-02      4.69e-02    8.36e-17    3.6e-05
 261200      2.31e-01    2.17e-01      2.52e-03    5.91e-03      3.79e-02    3.51e-02    3.6e-05
 261300      3.19e-01    1.34e-02      8.41e-05    9.61e-03      5.26e-02    5.92e-07    3.6e-05
 261400      5.88e-02    3.85e-01      8.47e-03    3.75e-03      8.01e-03    6.35e-02    3.6e-05
 261500      2.84e-01    6.21e-01      9.92e-03    5.42e-03      4.54e-02    1.02e-01    3.6e-05
 261600      5.31e-02    2.46e-01      4.56e-03    1.57e-02      8.25e-03    3.60e-02    3.6e-05
 261700      4.86e-02    2.08e-01      3.98e-03    1.29e-02      7.61e-03    3.06e-02    3.6e-05
 261800      2.82e-01    3.44e-01      5.01e-03    8.10e-03      4.62e-02    5.61e-02    3.6e-05
 261900      3.18e-01    3.65e-01      2.21e-02    9.66e-03      4.54e-02    5.78e-02    3.6e-05
 262000      3.30e-01    2.54e-01      2.80e-03    1.32e-03      5.44e-02    4.20e-02    3.6e-05
 262100      4.06e-02    7.55e-02      1.00e-04    5.26e-02      6.71e-03    3.20e-03    3.6e-05
 262200      7.73e-02    3.02e-01      1.71e-03    1.37e-03      1.27e-02    4.99e-02    3.6e-05
 262300      4.26e-01    2.81e-01      5.28e-04    2.94e-03      7.04e-02    4.64e-02    3.6e-05
 262400      3.38e-01    3.26e-01      4.47e-03    8.37e-03      5.56e-02    5.17e-02    3.6e-05
 262500      8.70e-02    2.78e-01      1.10e-02    7.40e-03      1.25e-02    4.51e-02    3.6e-05
 262600      3.37e-01    3.15e-01      1.16e-02    5.02e-03      5.39e-02    5.18e-02    3.6e-05
 262700      6.46e-02    1.21e+00      6.80e-04    2.94e-03      1.07e-02    2.00e-01    3.6e-05
 262800      2.41e-01    2.26e-01      7.18e-03    1.49e-01      3.88e-02    1.51e-02    3.6e-05
 262900      2.47e-01    3.64e-01      3.16e-03    5.38e-03      4.06e-02    5.97e-02    3.6e-05
 263000      6.01e-02    4.03e-03      3.83e-03    4.10e-03      9.61e-03    5.10e-17    3.6e-05
 263100      3.37e-01    5.22e-01      2.80e-03    7.41e-04      5.55e-02    8.63e-02    3.6e-05
 263200      6.32e-02    3.03e-01      1.39e-03    4.52e-03      1.04e-02    4.97e-02    3.6e-05
 263300      2.42e-01    7.27e-02      2.20e-03    4.06e-03      3.99e-02    1.17e-02    3.6e-05
 263400      2.64e-01    4.19e-02      3.66e-03    3.00e-02      4.33e-02    8.40e-04    3.6e-05
 263500      3.78e-01    2.75e-01      1.12e-02    1.62e-03      6.10e-02    4.54e-02    3.6e-05
 263600      3.33e-02    1.23e-01      5.20e-05    1.30e-02      5.49e-03    1.85e-02    3.6e-05
 263700      7.35e-02    3.54e-01      3.62e-03    1.08e-03      1.19e-02    5.85e-02    3.6e-05
 263800      2.69e-01    2.53e-01      1.08e-02    4.40e-03      4.26e-02    4.10e-02    3.6e-05
 263900      2.78e-01    1.39e-01      4.75e-03    4.46e-03      4.56e-02    2.28e-02    3.6e-05
 264000      3.57e-01    9.55e-02      1.04e-02    1.70e-02      5.77e-02    1.13e-02    3.6e-05
 264100      3.07e-01    2.47e-02      1.95e-03    2.52e-02      5.06e-02    2.85e-17    3.6e-05
 264200      3.13e-01    3.01e-01      3.22e-03    2.59e-03      5.15e-02    4.96e-02    3.6e-05
 264300      5.73e-02    2.75e-01      5.31e-03    2.42e-03      8.81e-03    4.54e-02    3.6e-05
 264400      5.70e-01    2.05e-01      8.49e-03    9.17e-03      9.36e-02    3.20e-02    3.6e-05
 264500      2.77e-01    5.56e-02      5.75e-03    3.00e-03      4.52e-02    8.98e-03    3.6e-05
 264600      2.80e-01    1.98e-01      2.04e-03    3.23e-03      4.62e-02    3.26e-02    3.6e-05
 264700      7.15e-01    2.24e-01      1.16e-03    1.96e-03      1.18e-01    3.70e-02    3.6e-05
 264800      2.77e-01    5.06e-01      7.39e-03    1.39e-02      4.49e-02    8.19e-02    3.6e-05
 264900      2.84e-01    6.76e-02      6.34e-03    1.11e-02      4.63e-02    8.54e-03    3.6e-05
 265000      1.11e-01    2.16e-01      4.99e-03    5.09e-03      1.80e-02    3.52e-02    3.6e-05
 265100      2.51e-01    2.28e-01      5.07e-04    2.83e-03      4.27e-02    3.87e-02    3.3e-05
 265200      1.16e-01    1.97e-01      6.43e-03    3.25e-03      1.93e-02    3.34e-02    3.3e-05
 265300      2.76e-01    8.57e-02      9.48e-03    6.16e-02      4.56e-02    2.17e-04    3.3e-05
 265400      7.25e-01    1.87e-01      1.41e-03    8.24e-06      1.24e-01    3.20e-02    3.3e-05
 265500      2.44e-01    1.94e+00      1.15e-02    1.07e-02      3.92e-02    3.31e-01    3.3e-05
 265600      4.02e-01    7.78e-01      9.92e-03    2.02e-01      6.74e-02    1.24e-01    3.3e-05
 265700      3.05e-01    3.45e-01      1.49e-02    5.97e-03      4.87e-02    5.84e-02    3.3e-05
 265800      5.82e-02    1.91e-01      2.53e-03    1.28e-04      9.78e-03    3.25e-02    3.3e-05
 265900      2.90e-01    2.58e-01      4.87e-03    8.18e-03      4.91e-02    4.29e-02    3.3e-05
 266000      7.23e-02    2.56e-01      6.79e-03    1.11e-02      1.15e-02    4.14e-02    3.3e-05
 266100      1.88e-01    6.93e-03      1.32e-03    7.05e-03      3.19e-02    1.73e-17    3.3e-05
 266200      7.09e-02    2.29e-02      1.03e-02    2.33e-02      9.92e-03    1.48e-17    3.3e-05
 266300      2.76e-01    1.16e+00      1.27e-02    3.94e-02      4.44e-02    1.91e-01    3.3e-05
 266400      3.15e-01    4.77e-03      8.37e-03    3.43e-03      5.27e-02    7.41e-07    3.3e-05
 266500      7.51e-01    4.14e-01      2.17e-03    5.17e-03      1.28e-01    7.02e-02    3.3e-05
 266600      2.92e-01    1.74e-01      1.05e-02    7.04e-03      4.81e-02    2.93e-02    3.3e-05
 266700      3.56e-01    1.42e-02      2.04e-03    1.02e-02      6.06e-02    3.90e-07    3.3e-05
 266800      2.48e-01    3.39e-01      1.48e-03    1.19e-02      4.22e-02    5.35e-02    3.3e-05
 266900      5.41e-02    2.16e-01      1.04e-03    1.29e-03      9.19e-03    3.68e-02    3.3e-05
 267000      8.40e-02    3.06e-03      8.21e-03    2.20e-03      1.32e-02    4.61e-07    3.3e-05
 267100      5.41e-02    9.05e-01      4.54e-03    2.45e-03      8.71e-03    1.54e-01    3.3e-05
 267200      3.51e-01    3.51e-01      1.22e-02    1.77e-02      5.79e-02    5.57e-02    3.3e-05
 267300      4.34e-02    1.73e-01      3.05e-03    4.10e-03      7.11e-03    2.93e-02    3.3e-05
 267400      2.75e-01    6.16e-01      1.08e-03    1.49e-01      4.69e-02    9.88e-02    3.3e-05
 267500      3.41e-01    2.47e-01      3.98e-03    5.98e-03      5.80e-02    4.07e-02    3.3e-05
 267600      3.45e-01    8.32e-02      7.29e-04    7.94e-03      5.88e-02    1.32e-02    3.3e-05
 267700      2.49e-01    3.59e-01      4.05e-03    8.36e-03      4.21e-02    6.04e-02    3.3e-05
 267800      6.33e-02    3.32e-01      1.67e-03    1.31e-02      1.07e-02    5.12e-02    3.3e-05
 267900      2.89e-01    7.45e-02      9.25e-03    8.56e-03      4.80e-02    1.13e-02    3.3e-05
 268000      3.76e-01    3.52e-02      1.09e-02    3.58e-02      6.26e-02    1.23e-17    3.3e-05
 268100      2.21e-01    5.40e-01      8.09e-04    4.48e-04      3.76e-02    9.20e-02    3.3e-05
 268200      3.62e-01    1.06e-02      3.08e-03    1.08e-02      6.16e-02    1.94e-17    3.3e-05
 268300      2.04e-01    7.97e-01      3.90e-03    1.47e-02      3.44e-02    1.33e-01    3.3e-05
 268400      6.32e-02    4.71e-03      1.26e-03    3.39e-03      1.07e-02    4.12e-07    3.3e-05
 268500      2.59e-01    2.51e-01      5.39e-03    3.00e-03      4.36e-02    4.27e-02    3.3e-05
 268600      5.05e-02    5.10e-01      1.74e-03    1.13e-02      8.53e-03    8.58e-02    3.3e-05
 268700      2.51e-01    2.01e-03      6.70e-04    1.45e-03      4.27e-02    4.63e-07    3.3e-05
 268800      4.29e-01    1.62e-02      2.61e-03    1.17e-02      7.31e-02    5.03e-07    3.3e-05
 268900      2.43e-01    2.82e-01      1.23e-02    3.60e-03      3.86e-02    4.79e-02    3.3e-05
 269000      1.94e-01    7.66e+01      3.19e-03    8.34e+00      3.29e-02    1.29e+01    3.3e-05
 269100      4.74e-02    3.96e-02      2.35e-03    2.84e-02      7.92e-03    1.41e-06    3.3e-05
 269200      4.01e-01    3.18e-01      1.69e-02    1.28e-02      6.51e-02    4.87e-02    3.3e-05
 269300      3.23e-01    1.89e-02      4.62e-03    1.36e-02      5.48e-02    3.27e-07    3.3e-05
 269400      6.64e-02    3.18e-01      9.40e-04    2.64e-03      1.13e-02    5.42e-02    3.3e-05
 269500      1.06e-01    1.74e-01      2.87e-03    6.41e-03      1.80e-02    2.86e-02    3.3e-05
 269600      3.15e-01    5.87e-02      3.68e-03    4.22e-02      5.36e-02    4.72e-07    3.3e-05
 269700      4.42e-01    3.57e-01      2.02e-03    4.72e-03      7.52e-02    6.05e-02    3.3e-05
 269800      3.37e-01    3.40e-01      6.34e-06    2.44e-01      5.74e-02    2.96e-03    3.3e-05
 269900      2.46e-01    4.29e-01      1.20e-03    6.29e-03      4.18e-02    7.22e-02    3.3e-05
 270000      3.81e-01    1.91e+01      1.04e-02    4.09e-01      6.36e-02    3.25e+00    3.3e-05
 270100      2.38e-01    2.01e-01      9.62e-03    4.12e-03      4.01e-02    3.49e-02    3.1e-05
 270200      2.48e-01    9.48e-04      2.14e-05    9.63e-04      4.37e-02    1.26e-17    3.1e-05
 270300      3.30e-01    2.78e-01      2.85e-04    6.40e-03      5.81e-02    4.81e-02    3.1e-05
 270400      5.58e-02    1.82e-01      4.45e-03    4.09e-03      9.31e-03    3.16e-02    3.1e-05
 270500      2.39e-01    5.72e-01      8.82e-03    5.92e-03      4.06e-02    1.00e-01    3.1e-05
 270600      3.71e-01    6.93e-01      2.83e-03    4.97e-03      6.51e-02    1.21e-01    3.1e-05
 270700      5.71e-02    1.92e-02      1.14e-02    1.38e-02      6.17e-03    4.70e-07    3.1e-05
 270800      7.00e-01    8.97e-03      1.77e-04    9.12e-03      1.23e-01    6.73e-17    3.1e-05
 270900      3.13e-01    3.09e-01      6.68e-03    5.63e-03      5.44e-02    5.39e-02    3.1e-05
 271000      3.25e-01    2.06e-01      8.36e-03    7.57e-03      5.62e-02    3.50e-02    3.1e-05
 271100      3.99e-01    7.53e-03      4.16e-03    5.41e-03      6.97e-02    8.87e-08    3.1e-05
 271200      2.44e-01    3.96e-01      6.43e-03    3.87e-03      4.21e-02    6.95e-02    3.1e-05
 271300      2.35e-01    2.25e-01      1.20e-02    9.17e-03      3.84e-02    3.79e-02    3.1e-05
 271400      5.02e-02    1.97e-01      1.98e-03    2.66e-03      8.72e-03    3.45e-02    3.1e-05
 271500      4.73e-02    2.00e-01      2.07e-03    4.58e-03      8.20e-03    3.46e-02    3.1e-05
 271600      9.67e-02    3.17e-01      6.14e-03    2.01e-03      1.65e-02    5.56e-02    3.1e-05
 271700      1.76e-01    1.92e-01      3.53e-03    7.21e-03      3.07e-02    3.26e-02    3.1e-05
 271800      6.25e-02    2.76e-03      2.31e-03    2.80e-03      1.09e-02    1.70e-17    3.1e-05
 271900      4.73e-01    3.74e-01      1.29e-02    9.38e-04      8.16e-02    6.58e-02    3.1e-05
 272000      2.94e-01    7.01e-01      1.35e-02    1.43e-02      4.88e-02    1.20e-01    3.1e-05
 272100      2.96e-01    1.73e-01      5.51e-03    4.20e-04      5.16e-02    3.04e-02    3.1e-05
 272200      6.15e-02    6.64e-03      4.10e-03    6.74e-03      1.04e-02    6.01e-17    3.1e-05
 272300      1.99e-01    7.13e-01      2.41e-03    5.53e-03      3.47e-02    1.25e-01    3.1e-05
 272400      5.29e-02    5.68e-01      5.03e-03    5.45e-03      8.62e-03    9.96e-02    3.1e-05
 272500      6.37e-01    4.72e-02      6.91e-03    3.39e-02      1.11e-01    4.50e-07    3.1e-05
 272600      2.88e-01    2.93e-03      5.49e-03    2.98e-03      5.02e-02    3.21e-18    3.1e-05
 272700      3.25e-01    6.83e-02      6.13e-03    6.52e-03      5.66e-02    1.11e-02    3.1e-05
 272800      3.65e-01    2.01e-01      2.19e-03    1.62e-03      6.41e-02    3.53e-02    3.1e-05
 272900      8.14e-02    3.08e-03      7.06e-03    3.13e-03      1.34e-02    1.81e-17    3.1e-05
 273000      1.72e-01    2.25e-02      5.11e-03    1.61e-02      2.95e-02    5.14e-07    3.1e-05
 273100      3.33e-01    2.90e-01      4.00e-03    1.05e-01      5.84e-02    4.41e-02    3.1e-05
 273200      2.52e-01    7.21e-02      3.86e-03    9.26e-03      4.41e-02    1.09e-02    3.1e-05
 273300      2.22e-01    3.39e-01      1.06e-04    9.03e-04      3.90e-02    5.95e-02    3.1e-05
 273400      6.59e-02    2.62e-02      5.12e-03    1.88e-02      1.10e-02    5.28e-07    3.1e-05
 273500      3.28e-01    2.26e-01      2.26e-02    1.67e-02      4.99e-02    3.35e-02    3.1e-05
 273600      2.43e-01    1.01e-01      2.47e-03    2.03e-03      4.26e-02    1.77e-02    3.1e-05
 273700      3.19e-01    4.09e-01      4.13e-03    2.37e-03      5.58e-02    7.18e-02    3.1e-05
 273800      5.06e-02    3.47e+00      8.79e-03    3.08e-01      6.48e-03    6.06e-01    3.1e-05
 273900      7.89e-01    2.51e-01      5.83e-03    1.91e-03      1.38e-01    4.40e-02    3.1e-05
 274000      7.04e-02    1.64e-01      1.35e-03    4.54e-03      1.23e-02    2.82e-02    3.1e-05
 274100      3.12e-01    2.04e-01      2.72e-03    2.61e-03      5.47e-02    3.57e-02    3.1e-05
 274200      2.98e-01    9.68e-02      1.13e-02    6.95e-02      5.04e-02    4.38e-06    3.1e-05
 274300      1.86e-01    3.31e-01      2.28e-03    2.54e-03      3.25e-02    5.80e-02    3.1e-05
 274400      2.74e-01    3.05e-01      6.29e-03    1.22e-02      4.76e-02    5.13e-02    3.1e-05
 274500      7.03e-02    2.70e-01      1.32e-02    1.02e-02      8.32e-03    4.56e-02    3.1e-05
 274600      2.74e-01    3.01e-01      2.28e-03    5.84e-03      4.81e-02    5.25e-02    3.1e-05
 274700      2.90e-01    2.80e-01      2.18e-03    4.99e-03      5.10e-02    4.84e-02    3.1e-05
 274800      5.48e-02    9.67e-01      3.45e-03    2.83e-01      9.34e-03    1.55e-01    3.1e-05
 274900      3.54e-01    2.78e-01      1.66e-03    1.66e-03      6.23e-02    4.88e-02    3.1e-05
 275000      2.10e-01    2.59e-01      2.89e-03    1.86e-03      3.65e-02    4.55e-02    3.1e-05
 275100      1.48e-01    6.48e-02      7.52e-03    4.65e-05      2.64e-02    1.18e-02    2.9e-05
 275200      2.16e-01    1.85e-01      2.72e-03    7.75e-04      3.90e-02    3.35e-02    2.9e-05
 275300      8.02e-02    5.25e-03      5.79e-03    5.32e-03      1.40e-02    5.49e-18    2.9e-05
 275400      6.24e-01    3.17e-01      1.42e-03    1.29e-02      1.13e-01    5.19e-02    2.9e-05
 275500      3.15e-01    3.97e-03      2.39e-03    2.85e-03      5.71e-02    8.81e-07    2.9e-05
 275600      2.95e-01    8.01e-01      3.45e-04    3.23e-01      5.36e-02    1.20e-01    2.9e-05
 275700      2.10e-01    2.47e-03      9.72e-04    2.51e-03      3.81e-02    1.95e-17    2.9e-05
 275800      6.91e-02    1.84e-02      1.17e-02    1.87e-02      9.32e-03    2.41e-17    2.9e-05
 275900      4.77e-02    1.95e-01      2.25e-03    2.47e-03      8.50e-03    3.52e-02    2.9e-05
 276000      5.31e-02    3.09e-01      9.23e-03    1.65e-02      7.01e-03    5.16e-02    2.9e-05
 276100      8.97e-02    2.54e-04      8.54e-04    2.57e-04      1.63e-02    4.65e-17    2.9e-05
 276200      1.76e-01    3.16e-01      1.42e-02    1.05e-02      2.59e-02    5.33e-02    2.9e-05
 276300      2.72e-01    2.17e-02      1.25e-02    2.20e-02      4.65e-02    1.73e-17    2.9e-05
 276400      6.51e-02    7.21e-03      1.21e-02    7.31e-03      8.06e-03    3.32e-17    2.9e-05
